Date,Longitude,Latitude,Year,Month,Season,Elevation (m),FIRE_SIZE_HA
2018-06-02,-115.2,49.3,2018,6,Summer,775.0,0.34
2018-06-03,-115.2,49.7,2018,6,Summer,1051.0,0.009
2018-06-04,-121.4,49.4,2018,6,Summer,236.0,0.0
2018-06-05,-117.0,51.3,2018,6,Summer,778.95,0.0
2018-06-06,-124.8,49.3,2018,6,Summer,21.0,0.0
2018-06-07,-118.6,52.9,2018,6,Summer,1860.0,0.0
2018-06-08,-120.6,49.5,2018,6,Summer,830.0,0.0
2018-06-10,-123.7,48.6,2018,6,Summer,280.0,0.6
2018-06-11,-125.8,54.3,2018,6,Summer,830.0,0.009
2018-06-13,-118.2,51.0,2018,6,Summer,1442.0,0.0
2018-06-14,-125.8,54.3,2018,6,Summer,830.0,0.009
2018-06-15,-123.6,48.4,2018,6,Summer,288.0,3.6
2018-06-16,-128.6,54.1,2018,6,Summer,111.0,0.018
2018-06-16,-123.1,55.3,2018,6,Summer,690.0,93.0
2018-06-16,-121.7,50.4,2018,6,Summer,424.0,0.0
2018-06-17,-123.4,50.2,2018,6,Summer,1340.0,2.8
2018-06-18,-123.0,55.1,2018,6,Summer,718.723,0.2
2018-06-19,-120.7,50.5,2018,6,Summer,1440.0,0.018
2018-06-19,-118.2,51.0,2018,6,Summer,1442.0,1.13
2018-06-20,-127.3,54.7,2018,6,Summer,1320.0,0.2
2018-06-20,-126.3,54.2,2018,6,Summer,1310.0,188.0
2018-06-20,-126.2,55.1,2018,6,Summer,951.0,0.15
2018-06-20,-125.9,53.9,2018,6,Summer,944.0,0.32
2018-06-20,-124.8,53.9,2018,6,Summer,961.0,0.0
2018-06-20,-122.3,52.5,2018,6,Summer,1123.2,0.018
2018-06-20,-122.1,52.1,2018,6,Summer,578.0,0.018
2018-06-20,-121.7,52.2,2018,6,Summer,1040.0,0.018
2018-06-20,-118.0,49.3,2018,6,Summer,1397.0,0.018
2018-06-21,-126.2,55.1,2018,6,Summer,951.0,0.15
2018-06-21,-124.8,53.9,2018,6,Summer,961.0,0.4
2018-06-21,-123.7,48.8,2018,6,Summer,38.85,0.0
2018-06-21,-121.8,52.0,2018,6,Summer,730.0,0.018
2018-06-21,-121.5,50.1,2018,6,Summer,350.0,0.0
2018-06-21,-120.6,49.9,2018,6,Summer,1065.0,0.018
2018-06-21,-120.5,53.4,2018,6,Summer,850.0,0.0
2018-06-21,-120.2,53.3,2018,6,Summer,716.0,0.0
2018-06-22,-120.5,53.4,2018,6,Summer,850.0,0.0
2018-06-23,-123.6,49.4,2018,6,Summer,593.0,0.0
2018-06-23,-121.6,49.1,2018,6,Summer,247.0,0.0
2018-06-24,-121.6,49.1,2018,6,Summer,247.0,0.0
2018-06-24,-120.6,49.5,2018,6,Summer,830.0,0.009
2018-06-25,-125.5,49.1,2018,6,Summer,35.0,0.0
2018-06-25,-120.6,49.5,2018,6,Summer,830.0,0.018
2018-06-25,-117.2,49.6,2018,6,Summer,570.0,0.018
2018-06-26,-124.8,49.3,2018,6,Summer,21.0,0.0
2018-06-28,-119.8,51.6,2018,6,Summer,445.0,0.009
2018-06-29,-115.6,49.6,2018,6,Summer,770.0,0.008
2018-06-30,-118.4,49.5,2018,6,Summer,866.0,0.009
2018-06-30,-115.8,49.9,2018,6,Summer,746.0,0.018
2018-07-01,-121.6,49.1,2018,7,Summer,247.0,0.0
2018-07-01,-117.2,49.6,2018,7,Summer,570.0,0.0
2018-07-01,-115.3,50.2,2018,7,Summer,1357.0,0.009
2018-07-02,-121.6,49.2,2018,7,Summer,1400.0,0.0
2018-07-02,-117.4,50.0,2018,7,Summer,570.0,0.018
2018-07-02,-116.9,50.3,2018,7,Summer,580.0,0.009
2018-07-03,-128.6,54.1,2018,7,Summer,111.0,0.018
2018-07-04,-124.7,49.4,2018,7,Summer,184.0,0.0
2018-07-04,-123.6,48.6,2018,7,Summer,138.0,0.0
2018-07-04,-117.2,49.4,2018,7,Summer,860.0,0.0
2018-07-05,-123.6,48.5,2018,7,Summer,549.5,0.0
2018-07-05,-122.3,49.2,2018,7,Summer,221.0,0.4
2018-07-05,-121.0,52.4,2018,7,Summer,1015.0,0.018
2018-07-05,-119.8,51.6,2018,7,Summer,445.0,0.018
2018-07-06,-130.0,58.4,2018,7,Summer,801.2666666666668,0.0
2018-07-06,-119.3,50.2,2018,7,Summer,570.0,0.018
2018-07-07,-125.8,54.2,2018,7,Summer,652.0,0.02
2018-07-07,-122.0,49.9,2018,7,Summer,1400.0,0.0
2018-07-07,-118.1,51.0,2018,7,Summer,500.0,0.018
2018-07-07,-116.1,50.5,2018,7,Summer,894.0,0.009
2018-07-08,-127.1,54.7,2018,7,Summer,510.0,0.018
2018-07-08,-121.6,49.1,2018,7,Summer,247.0,0.0
2018-07-08,-118.6,51.7,2018,7,Summer,600.0,0.009
2018-07-08,-116.9,50.3,2018,7,Summer,580.0,0.009
2018-07-09,-122.1,52.1,2018,7,Summer,578.0,0.009
2018-07-09,-119.1,49.8,2018,7,Summer,1260.0,0.018
2018-07-09,-117.4,50.0,2018,7,Summer,570.0,0.018
2018-07-09,-116.1,50.5,2018,7,Summer,894.0,0.009
2018-07-10,-115.8,49.7,2018,7,Summer,996.0,1.0
2018-07-13,-128.3,55.0,2018,7,Summer,274.0,12.1
2018-07-13,-117.7,51.2,2018,7,Summer,1789.3333333333333,0.009
2018-07-14,-128.3,55.0,2018,7,Summer,274.0,12.1
2018-07-14,-127.3,54.7,2018,7,Summer,1320.0,0.2
2018-07-14,-125.2,49.8,2018,7,Summer,100.0,0.018
2018-07-14,-123.6,48.6,2018,7,Summer,138.0,0.0
2018-07-14,-117.4,50.0,2018,7,Summer,570.0,0.009
2018-07-14,-115.8,49.7,2018,7,Summer,996.0,0.0
2018-07-14,-115.5,49.2,2018,7,Summer,1372.0,0.009
2018-07-15,-124.8,49.2,2018,7,Summer,163.0,0.0
2018-07-15,-124.0,49.2,2018,7,Summer,114.0,0.0
2018-07-15,-116.3,50.4,2018,7,Summer,2380.0,0.009
2018-07-16,-117.5,50.6,2018,7,Summer,991.0,0.009
2018-07-17,-121.4,52.3,2018,7,Summer,701.0,0.018
2018-07-17,-120.1,53.3,2018,7,Summer,2000.0,0.0
2018-07-17,-119.7,49.8,2018,7,Summer,345.0,2771.618
2018-07-17,-119.6,49.6,2018,7,Summer,454.2,0.418
2018-07-17,-119.6,49.9,2018,7,Summer,650.0,0.227
2018-07-17,-119.3,52.8,2018,7,Summer,929.0,0.3
2018-07-17,-119.1,49.8,2018,7,Summer,1260.0,1.8
2018-07-17,-118.4,50.9,2018,7,Summer,1165.0,0.018
2018-07-17,-116.9,51.3,2018,7,Summer,1642.0,0.8
2018-07-17,-114.9,49.7,2018,7,Summer,1137.7,0.4
2018-07-18,-128.6,54.1,2018,7,Summer,94.0,0.009
2018-07-18,-121.4,50.8,2018,7,Summer,1128.0,0.0
2018-07-18,-119.6,49.6,2018,7,Summer,454.2,15.8
2018-07-18,-119.6,49.9,2018,7,Summer,650.0,0.009
2018-07-18,-116.9,51.3,2018,7,Summer,1642.0,0.24
2018-07-19,-121.8,52.0,2018,7,Summer,730.0,0.0
2018-07-19,-119.2,52.7,2018,7,Summer,2210.0,0.018
2018-07-20,-119.5,49.9,2018,7,Summer,347.0,0.4
2018-07-20,-118.6,50.4,2018,7,Summer,1890.0,0.0
2018-07-20,-118.6,52.1,2018,7,Summer,574.55,0.7
2018-07-21,-117.2,50.0,2018,7,Summer,1080.0,0.009
2018-07-22,-116.3,50.5,2018,7,Summer,1130.0,0.009
2018-07-24,-122.2,50.8,2018,7,Summer,1590.0,0.009
2018-07-24,-117.5,51.7,2018,7,Summer,1000.0,0.009
2018-07-24,-117.2,49.6,2018,7,Summer,570.0,0.4
2018-07-25,-128.6,54.5,2018,7,Summer,69.6,0.009
2018-07-25,-123.8,49.1,2018,7,Summer,23.0,0.64
2018-07-25,-117.1,49.1,2018,7,Summer,2140.0,110.0
2018-07-26,-124.8,49.3,2018,7,Summer,21.0,0.0
2018-07-26,-121.6,50.4,2018,7,Summer,1557.0,0.009
2018-07-26,-116.1,50.5,2018,7,Summer,894.0,0.009
2018-07-26,-115.3,50.2,2018,7,Summer,1357.0,0.02
2018-07-27,-123.1,49.2,2018,7,Summer,1.8,24.6
2018-07-27,-119.5,49.9,2018,7,Summer,347.0,9.6
2018-07-27,-119.3,52.8,2018,7,Summer,929.0,0.018
2018-07-27,-116.1,51.0,2018,7,Summer,2090.0,2668.0
2018-07-27,-115.7,50.5,2018,7,Summer,1100.0,0.009
2018-07-27,-115.3,50.2,2018,7,Summer,1357.0,0.009
2018-07-28,-117.8,49.5,2018,7,Summer,2423.0,14.6
2018-07-28,-117.2,50.0,2018,7,Summer,1080.0,0.009
2018-07-28,-117.1,49.1,2018,7,Summer,2140.0,0.018
2018-07-28,-116.9,51.3,2018,7,Summer,1642.0,0.009
2018-07-29,-127.4,55.1,2018,7,Summer,385.101,0.0
2018-07-29,-123.0,54.0,2018,7,Summer,743.0,0.3
2018-07-29,-122.1,52.1,2018,7,Summer,578.0,0.0
2018-07-29,-121.4,49.8,2018,7,Summer,280.0,0.1
2018-07-29,-120.6,49.9,2018,7,Summer,1065.0,0.009
2018-07-29,-119.3,52.8,2018,7,Summer,929.0,0.009
2018-07-29,-117.7,49.1,2018,7,Summer,513.0,1.8
2018-07-29,-117.1,49.1,2018,7,Summer,2140.0,1406.0
2018-07-29,-115.8,49.3,2018,7,Summer,975.0,0.009
2018-07-30,-122.1,52.1,2018,7,Summer,578.0,0.018
2018-07-30,-119.4,50.5,2018,7,Summer,419.0,0.018
2018-07-30,-119.2,52.7,2018,7,Summer,2210.0,0.0
2018-07-30,-118.6,52.0,2018,7,Summer,822.5,0.62
2018-07-30,-118.4,50.9,2018,7,Summer,1165.0,0.0
2018-07-30,-118.2,51.0,2018,7,Summer,1442.0,0.009
2018-07-30,-116.0,50.1,2018,7,Summer,1190.0,26.0
2018-07-31,-125.8,54.2,2018,7,Summer,652.0,0.0
2018-07-31,-124.9,53.6,2018,7,Summer,860.0,0.08
2018-07-31,-121.5,53.2,2018,7,Summer,1675.0,0.0
2018-07-31,-121.4,51.7,2018,7,Summer,993.9,0.018
2018-07-31,-120.0,49.9,2018,7,Summer,1528.25,0.018
2018-07-31,-119.8,51.6,2018,7,Summer,445.0,75.2
2018-07-31,-119.3,52.8,2018,7,Summer,929.0,1.06
2018-07-31,-119.2,50.7,2018,7,Summer,709.5,0.4
2018-07-31,-118.6,50.4,2018,7,Summer,1890.0,2.209
2018-07-31,-118.6,51.6,2018,7,Summer,650.0,1.7799999999999998
2018-07-31,-118.6,51.7,2018,7,Summer,600.0,0.656
2018-07-31,-118.5,50.4,2018,7,Summer,675.0,788.6
2018-07-31,-118.5,51.7,2018,7,Summer,1333.0,676.02
2018-07-31,-118.4,50.9,2018,7,Summer,1165.0,0.018
2018-07-31,-118.3,51.5,2018,7,Summer,757.0,6.018
2018-07-31,-118.1,51.0,2018,7,Summer,500.0,0.02
2018-07-31,-118.0,50.8,2018,7,Summer,887.0,188.18
2018-08-01,-122.6,53.4,2018,8,Summer,615.0,0.1
2018-08-01,-121.2,51.7,2018,8,Summer,928.0,0.018
2018-08-01,-118.6,52.1,2018,8,Summer,574.55,0.018
2018-08-01,-118.5,51.7,2018,8,Summer,1333.0,0.3
2018-08-01,-116.4,51.0,2018,8,Summer,1300.0,0.018
2018-08-02,-124.1,50.6,2018,8,Summer,1.0,0.018
2018-08-02,-123.3,50.1,2018,8,Summer,1592.0,0.018
2018-08-02,-122.5,50.4,2018,8,Summer,694.0,0.0
2018-08-02,-121.4,51.5,2018,8,Summer,1127.0,0.0
2018-08-02,-120.8,50.1,2018,8,Summer,606.0,7.5
2018-08-02,-120.8,50.9,2018,8,Summer,1162.0,0.0
2018-08-02,-119.2,52.7,2018,8,Summer,2210.0,0.018
2018-08-02,-118.9,51.4,2018,8,Summer,1551.0,0.3
2018-08-02,-118.6,50.4,2018,8,Summer,1890.0,2.2
2018-08-02,-118.6,52.0,2018,8,Summer,822.5,164.0
2018-08-02,-118.4,50.9,2018,8,Summer,1165.0,200.0
2018-08-02,-117.6,50.1,2018,8,Summer,780.0,1248.0
2018-08-02,-117.2,50.8,2018,8,Summer,1376.0,0.2
2018-08-03,-119.6,49.9,2018,8,Summer,650.0,0.0
2018-08-03,-118.6,50.4,2018,8,Summer,1890.0,0.009
2018-08-04,-116.9,49.9,2018,8,Summer,809.5,0.018
2018-08-05,-124.9,53.6,2018,8,Summer,860.0,0.018
2018-08-05,-121.6,49.1,2018,8,Summer,247.0,0.018
2018-08-07,-124.8,49.3,2018,8,Summer,21.0,20.0
2018-08-08,-126.9,50.1,2018,8,Summer,130.0,0.28
2018-08-08,-124.7,49.4,2018,8,Summer,184.0,0.018
2018-08-08,-123.3,49.4,2018,8,Summer,140.0,6.0
2018-08-08,-123.0,50.1,2018,8,Summer,931.95,0.018
2018-08-09,-123.1,49.8,2018,8,Summer,320.0,0.0
2018-08-09,-120.1,53.3,2018,8,Summer,2000.0,0.0
2018-08-09,-119.9,49.4,2018,8,Summer,1750.0,0.009
2018-08-10,-126.9,50.1,2018,8,Summer,130.0,0.6000000000000001
2018-08-10,-125.7,49.7,2018,8,Summer,1490.0,0.2
2018-08-10,-118.9,51.4,2018,8,Summer,1551.0,0.3
2018-08-10,-118.6,50.4,2018,8,Summer,1890.0,22.9
2018-08-11,-124.5,52.7,2018,8,Summer,1666.0,110.0
2018-08-11,-123.5,49.5,2018,8,Summer,3.0,0.018
2018-08-11,-122.3,51.4,2018,8,Summer,1100.0,1.8
2018-08-11,-122.2,50.8,2018,8,Summer,1590.0,0.1
2018-08-11,-120.3,50.3,2018,8,Summer,1311.0,0.0
2018-08-11,-119.6,49.9,2018,8,Summer,650.0,0.2
2018-08-11,-119.5,50.2,2018,8,Summer,670.0,0.04
2018-08-11,-119.3,49.0,2018,8,Summer,1097.0,0.009
2018-08-11,-119.3,52.1,2018,8,Summer,688.9,0.009
2018-08-11,-118.6,50.4,2018,8,Summer,1890.0,22.9
2018-08-11,-118.6,52.1,2018,8,Summer,574.55,0.06
2018-08-11,-118.4,49.5,2018,8,Summer,866.0,830.0
2018-08-11,-118.2,51.1,2018,8,Summer,680.0,0.01
2018-08-11,-118.1,52.0,2018,8,Summer,1200.0,0.06
2018-08-11,-117.9,49.2,2018,8,Summer,1600.0,0.02
2018-08-11,-117.8,51.2,2018,8,Summer,1875.0,0.04
2018-08-11,-117.7,50.4,2018,8,Summer,1800.0,204.0
2018-08-11,-117.6,50.1,2018,8,Summer,780.0,206.6
2018-08-11,-117.5,51.5,2018,8,Summer,780.0,0.036
2018-08-11,-117.2,50.8,2018,8,Summer,1376.0,182.0
2018-08-11,-117.1,51.4,2018,8,Summer,861.0,0.02
2018-08-11,-117.0,50.2,2018,8,Summer,822.8,1.94
2018-08-11,-117.0,51.3,2018,8,Summer,778.95,0.02
2018-08-11,-116.9,51.3,2018,8,Summer,1642.0,0.064
2018-08-11,-116.8,51.1,2018,8,Summer,1300.0,4.0
2018-08-11,-116.8,51.3,2018,8,Summer,1140.0,80.0
2018-08-12,-124.5,52.7,2018,8,Summer,1666.0,110.0
2018-08-12,-120.5,55.8,2018,8,Summer,665.0,0.0
2018-08-12,-119.7,49.1,2018,8,Summer,392.0,4.0
2018-08-12,-118.2,52.2,2018,8,Summer,1957.5,0.2
2018-08-12,-118.0,50.8,2018,8,Summer,887.0,0.3
2018-08-12,-117.2,50.8,2018,8,Summer,1376.0,344.0
2018-08-14,-120.2,49.1,2018,8,Summer,1335.0,88.8
2018-08-15,-122.2,50.8,2018,8,Summer,1590.0,0.1
2018-08-19,-125.8,54.3,2018,8,Summer,830.0,0.009
2018-08-19,-122.7,53.9,2018,8,Summer,588.0,0.0
2018-08-19,-119.7,49.1,2018,8,Summer,392.0,0.009
2018-08-19,-117.9,50.4,2018,8,Summer,790.0,0.009
2018-08-20,-122.6,53.4,2018,8,Summer,615.0,0.1
2018-08-20,-119.8,51.6,2018,8,Summer,445.0,1.2
2018-08-21,-121.2,49.6,2018,8,Summer,1685.0,0.0
2018-08-21,-116.9,49.7,2018,8,Summer,577.5,0.4
2018-08-23,-120.1,51.6,2018,8,Summer,396.0,0.009
2018-08-23,-115.6,49.6,2018,8,Summer,770.0,0.009
2018-08-24,-121.6,49.2,2018,8,Summer,1020.5,0.0
2018-08-24,-120.1,53.3,2018,8,Summer,2000.0,0.0
2018-08-25,-120.1,51.6,2018,8,Summer,396.0,0.009
2018-08-26,-132.1,53.3,2018,8,Summer,100.0,0.0
2018-08-26,-127.2,54.8,2018,8,Summer,897.2666666666668,0.018
2018-08-26,-121.8,52.0,2018,8,Summer,730.0,0.0
2018-08-27,-119.3,52.1,2018,8,Summer,688.9,0.009
2018-08-28,-123.5,48.8,2018,8,Summer,34.0,0.2
2018-08-29,-120.8,50.1,2018,8,Summer,603.0,0.009
2018-08-29,-115.5,49.5,2018,8,Summer,856.0,0.018
2018-08-30,-123.1,50.1,2018,8,Summer,688.0,0.018
2018-08-31,-119.6,49.5,2018,8,Summer,427.0,0.8
2018-08-31,-118.4,50.9,2018,8,Summer,1165.0,1.2
2018-09-01,-124.8,53.9,2018,9,Fall,961.0,0.3
2018-09-01,-115.7,49.9,2018,9,Fall,853.0,0.08
2018-09-02,-123.9,49.5,2018,9,Fall,6.1,0.018
2018-09-02,-122.4,52.9,2018,9,Fall,659.0,0.009
2018-09-02,-121.6,49.1,2018,9,Fall,247.0,0.0
2018-09-02,-116.3,50.4,2018,9,Fall,2380.0,0.009
2018-09-02,-115.2,49.0,2018,9,Fall,804.0,0.009
2018-09-03,-120.0,49.9,2018,9,Fall,1528.25,0.009
2018-09-06,-115.6,49.6,2018,9,Fall,770.0,0.018
2018-09-07,-118.4,51.0,2018,9,Fall,610.0,0.018
2018-09-09,-118.0,49.4,2018,9,Fall,863.0,0.018
2018-09-10,-116.1,50.5,2018,9,Fall,894.0,0.009
2018-09-11,-117.7,49.1,2018,9,Fall,513.0,1.98
2018-09-11,-117.6,49.3,2018,9,Fall,495.0,0.0
2018-09-13,-124.9,49.4,2018,9,Fall,100.0,0.0
2018-09-14,-119.7,49.8,2018,9,Fall,345.0,0.0
2018-09-27,-128.6,54.5,2018,9,Fall,69.6,0.01
2018-09-30,-122.8,54.0,2018,9,Fall,750.0,0.009
2018-10-01,-120.9,56.2,2018,10,Fall,704.0227381920964,0.0
2018-10-03,-122.8,54.0,2018,10,Fall,750.0,0.009
2018-10-06,-125.7,56.4,2018,10,Fall,1005.0,40.0
2018-10-07,-128.6,54.1,2018,10,Fall,94.0,0.09
2018-10-09,-128.6,54.1,2018,10,Fall,94.0,0.09
2018-10-11,-120.5,55.8,2018,10,Fall,665.0,0.009
2018-10-14,-121.8,49.2,2018,10,Fall,15.0,0.0
2018-10-15,-117.7,49.1,2018,10,Fall,513.0,0.1
2018-10-16,-121.5,50.0,2018,10,Fall,270.0,0.0
2018-10-16,-115.6,49.5,2018,10,Fall,2262.0,0.009
2018-10-18,-120.6,52.0,2018,10,Fall,1170.0,1.0
2018-10-19,-123.9,49.5,2018,10,Fall,6.1,0.0
2018-10-23,-115.3,50.2,2018,10,Fall,1357.0,0.3
2018-10-24,-126.4,50.4,2018,10,Fall,510.0,30.0
2018-10-24,-123.9,49.5,2018,10,Fall,6.1,0.018
2019-01-15,-120.9,56.2,2019,1,Winter,629.3362085136757,0.4
2019-01-31,-124.0,54.1,2019,1,Winter,678.0,0.018
2019-03-13,-121.9,50.7,2019,3,Spring,402.0,0.5
2019-03-18,-120.5,50.7,2019,3,Spring,780.0,3.6
2019-03-30,-121.4,51.5,2019,3,Spring,1127.0,0.009
2019-03-30,-115.5,49.5,2019,3,Spring,856.0,2.0
2019-04-02,-121.9,55.6,2019,4,Spring,1113.0,0.6000000000000001
2019-04-02,-121.5,50.0,2019,4,Spring,270.0,3.3000000000000003
2019-04-07,-124.0,54.1,2019,4,Spring,678.0,0.009
2019-04-09,-123.5,48.6,2019,4,Spring,340.0,0.0269999999999999
2019-04-09,-121.4,49.7,2019,4,Spring,630.0,0.0269999999999999
2019-04-12,-122.5,53.0,2019,4,Spring,494.0,6.027
2019-04-13,-120.5,55.9,2019,4,Spring,696.0,0.009
2019-04-17,-131.2,57.9,2019,4,Spring,382.0,0.009
2019-04-20,-126.6,52.4,2019,4,Spring,50.0,11.0
2019-04-20,-120.8,50.1,2019,4,Spring,603.0,18.0
2019-04-21,-119.5,49.9,2019,4,Spring,347.0,0.018
2019-04-22,-119.5,49.9,2019,4,Spring,347.0,0.009
2019-04-24,-124.0,54.0,2019,4,Spring,638.0,1.5
2019-04-25,-123.1,53.8,2019,4,Spring,715.0,0.3
2019-04-25,-120.7,56.1,2019,4,Spring,686.0,5.699999999999999
2019-04-26,-121.5,50.0,2019,4,Spring,270.0,6.8999999999999995
2019-04-27,-120.5,55.9,2019,4,Spring,696.0,18.0
2019-04-27,-119.3,52.9,2019,4,Spring,792.5,2.01
2019-04-30,-123.9,49.5,2019,4,Spring,6.1,7.5
2019-04-30,-120.9,56.2,2019,4,Spring,725.9651823619955,0.2
2019-05-02,-133.7,59.6,2019,5,Spring,673.6,0.009
2019-05-03,-125.5,49.0,2019,5,Spring,30.0,0.3
2019-05-04,-126.6,52.4,2019,5,Spring,50.0,5.5
2019-05-05,-115.2,49.3,2019,5,Spring,775.0,0.009
2019-05-06,-119.7,49.8,2019,5,Spring,345.0,0.009
2019-05-07,-118.2,51.1,2019,5,Spring,680.0,0.009
2019-05-08,-123.0,54.0,2019,5,Spring,743.0,0.6000000000000001
2019-05-08,-122.2,52.1,2019,5,Spring,631.0,0.009
2019-05-08,-121.5,50.0,2019,5,Spring,270.0,0.0
2019-05-09,-123.7,48.9,2019,5,Spring,48.5,0.0269999999999999
2019-05-11,-123.0,54.0,2019,5,Spring,743.0,0.6000000000000001
2019-05-11,-121.4,49.4,2019,5,Spring,236.0,0.0
2019-05-12,-121.6,49.2,2019,5,Spring,1020.5,0.0
2019-05-12,-121.6,49.7,2019,5,Spring,1365.0,0.0269999999999999
2019-05-14,-128.6,54.5,2019,5,Spring,69.6,0.009
2019-05-14,-121.7,52.5,2019,5,Spring,1081.0,0.009
2019-05-14,-120.8,55.8,2019,5,Spring,760.0,0.6000000000000001
2019-05-16,-120.5,50.7,2019,5,Spring,780.0,0.009
2019-05-17,-121.2,51.7,2019,5,Spring,928.0,0.009
2019-05-17,-117.4,49.5,2019,5,Spring,779.0,0.009
2019-05-18,-120.2,50.6,2019,5,Spring,640.0,0.009
2019-05-20,-121.6,49.2,2019,5,Spring,1020.5,0.0
2019-05-20,-115.8,50.0,2019,5,Spring,870.0,0.04
2019-05-20,-115.5,49.5,2019,5,Spring,856.0,0.3
2019-05-22,-124.3,54.4,2019,5,Spring,750.0,0.0269999999999999
2019-05-23,-125.9,53.9,2019,5,Spring,944.0,0.0
2019-05-23,-125.3,50.0,2019,5,Spring,66.55,10.5
2019-05-23,-119.5,49.9,2019,5,Spring,347.0,0.0269999999999999
2019-05-23,-119.3,50.2,2019,5,Spring,570.0,0.009
2019-05-24,-115.8,49.3,2019,5,Spring,975.0,0.009
2019-05-24,-115.8,50.0,2019,5,Spring,870.0,0.02
2019-05-25,-121.4,49.4,2019,5,Spring,236.0,0.0
2019-05-25,-116.1,50.6,2019,5,Spring,899.2,0.009
2019-05-26,-120.5,55.9,2019,5,Spring,696.0,1.5
2019-05-27,-122.0,55.6,2019,5,Spring,610.0,0.6000000000000001
2019-05-29,-128.6,54.5,2019,5,Spring,69.6,0.009
2019-05-29,-118.1,51.0,2019,5,Spring,500.0,0.009
2019-05-30,-120.8,50.9,2019,5,Spring,1162.0,0.18
2019-05-31,-120.6,50.6,2019,5,Spring,1829.0,0.0269999999999999
2019-06-01,-125.4,54.2,2019,6,Summer,679.0,0.0
2019-06-01,-116.1,50.5,2019,6,Summer,894.0,0.024
2019-06-02,-126.4,54.0,2019,6,Summer,1259.0,7.199999999999999
2019-06-02,-121.6,49.2,2019,6,Summer,1400.0,0.0
2019-06-02,-116.3,50.4,2019,6,Summer,2380.0,0.009
2019-06-05,-124.2,48.6,2019,6,Summer,296.0,0.0
2019-06-05,-123.8,48.6,2019,6,Summer,618.0,0.2
2019-06-06,-123.8,48.6,2019,6,Summer,618.0,0.1
